Math,Biology,Physics,Chemistry,English,Digital_Technology,Critical_Thinking,Linguistic_Competencies,Holy_Quran,Ecology,Vocational_Education,Social_Studies,Hadith,Physical_Health,Financial_Literacy,Statistics,GPA,Grade_Level,Attendance_Behavior,Interest,Suggested_Major
76,97,73,51,94,67,66,87,51,59,84,94,54,73,71,55,74.6,3,Good,Healthcare,الصحة العامة
75,84,69,96,63,89,81,75,89,41,80,78,72,82,67,55,73.75,2,Average,Scientific Research,الكيمياء
86,83,53,99,64,42,58,58,51,57,83,67,67,64,63,57,70.9,3,Weak,Scientific Research,الكيمياء
73,75,90,77,99,70,92,73,80,73,65,79,85,49,86,79,78.61,3,Average,Business,إدارة الأعمال
96,87,91,68,76,88,78,89,85,77,86,71,62,71,64,63,78.26,1,Good,Robotics,هندسة الحاسب
95,73,88,78,50,60,86,70,89,75,77,73,75,70,84,75,79.1,1,Average,Robotics,الهندسة الميكانيكية
96,80,91,74,82,62,67,84,75,53,58,73,65,80,79,74,80.27,2,Good,Engineering,الهندسة المعمارية
88,69,91,72,85,86,82,83,86,52,50,67,56,73,51,77,70.55,1,Average,Marketing,الهندسة الكهربائية
92,50,57,41,91,95,91,57,85,65,54,76,54,81,54,89,70.48,2,Good,AI,علم البيانات
72,97,66,87,80,69,69,65,70,84,85,54,70,87,53,85,71.07,1,Weak,Healthcare,الأحياء
88,83,75,71,56,80,86,58,86,65,61,77,71,56,86,89,76.27,1,Average,Engineering,الهندسة الصناعية
89,82,79,54,97,89,78,58,51,81,65,85,71,51,56,57,69.66,3,Weak,Programming,تقنية المعلومات
92,52,82,77,72,89,88,59,68,61,83,62,87,78,83,82,80.57,2,Good,Engineering,الهندسة الصناعية
96,83,77,66,90,99,96,82,64,90,54,75,64,87,58,78,79.29,3,Good,AI,علوم الحاسب
94,89,64,89,86,80,90,90,86,85,87,76,54,53,79,87,81.35,2,Good,Scientific Research,الكيمياء
90,73,94,77,71,81,79,81,60,76,87,56,54,59,55,70,69.62,1,Excellent,Engineering,الهندسة الميكانيكية
91,57,91,53,86,90,95,62,64,85,65,86,52,67,58,78,68.98,2,Good,AI,هندسة البرمجيات
90,63,76,90,90,75,81,62,66,51,90,81,54,67,93,59,76.61,3,Excellent,Business,إدارة الأعمال
86,56,67,69,99,94,72,68,77,62,81,61,67,89,79,70,76.08,2,Excellent,Cybersecurity,تقنية المعلومات
100,67,82,86,78,93,93,58,72,58,53,66,88,65,79,83,78.21,1,Good,Law,الذكاء الاصطناعي
80,85,79,88,86,78,81,58,64,87,66,90,61,62,73,65,80.35,3,Good,Healthcare,التمريض
100,88,84,79,87,53,99,90,65,61,87,52,79,55,88,55,74.5,2,Good,Business,الهندسة الصناعية
88,78,66,70,85,84,93,89,57,74,56,55,51,83,72,95,70.89,1,Average,AI,علم البيانات
90,71,84,89,78,56,85,86,70,75,52,78,78,76,83,63,75.24,2,Good,Law,القانون
60,88,61,54,81,90,78,70,78,58,59,96,76,86,85,80,77.18,2,Good,Healthcare,الصحة العامة
88,71,78,82,84,56,93,60,77,65,54,68,81,57,94,69,73.3,2,Good,Business,المحاسبة
87,60,93,67,78,94,95,54,65,84,62,84,87,66,59,65,79.84,1,Good,Business,هندسة الحاسب
65,90,67,78,82,100,81,86,62,79,69,83,83,68,89,64,80.68,3,Excellent,Programming,نظم المعلومات الإدارية
79,97,88,80,87,68,90,89,88,56,50,90,64,74,50,86,77.65,2,Excellent,Healthcare,الصحة العامة
75,89,81,73,86,58,73,76,82,79,65,59,88,52,65,73,78.16,1,Good,Scientific Research,الأحياء
86,50,73,68,81,76,81,95,83,54,86,58,87,57,64,76,78.11,3,Excellent,Islamic Studies,الشريعة
72,99,65,79,76,62,83,80,56,56,72,90,62,79,76,82,76.14,1,Good,Healthcare,الأحياء
86,86,79,54,91,82,88,88,81,81,69,77,40,75,66,84,77.86,1,Excellent,Law,القانون
59,100,66,87,81,67,64,85,72,64,50,68,89,54,63,52,70.93,3,Average,Scientific Research,الأحياء
87,59,96,67,94,74,82,79,58,50,83,60,80,76,61,64,71.47,1,Good,Engineering,الهندسة المعمارية
88,82,50,90,85,75,84,82,69,53,65,69,56,82,53,61,71.74,3,Good,Healthcare,التمريض
89,76,88,89,85,85,85,57,79,90,87,73,81,65,66,55,75.14,1,Good,Programming,علوم الحاسب
92,62,76,79,82,95,92,57,53,58,86,84,80,73,88,59,73.23,3,Weak,Programming,علوم الحاسب
82,86,89,85,80,64,58,47,80,85,67,66,84,68,51,66,70.1,2,Average,Scientific Research,الصيدلة
94,88,78,73,83,62,86,60,75,62,60,73,54,61,92,72,72.37,1,Average,Architecture,المحاسبة
79,63,75,81,90,87,78,61,55,58,72,80,82,80,77,54,68.64,3,Good,Programming,تقنية المعلومات
81,75,81,97,59,54,83,67,74,57,67,89,79,81,67,59,72.33,3,Excellent,Scientific Research,الكيمياء
94,77,84,75,67,56,87,80,62,67,71,58,69,81,87,64,74.98,1,Excellent,Engineering,الهندسة الصناعية
99,65,65,70,94,99,86,84,54,90,73,50,79,59,62,77,73.33,3,Good,Data Analysis,الذكاء الاصطناعي
89,82,89,82,70,81,73,68,61,71,55,53,53,88,86,81,70.35,3,Good,Scientific Research,الفيزياء
76,89,63,63,61,83,77,84,90,85,57,90,94,53,64,88,71.77,3,Weak,Islamic Studies,الشريعة
87,70,98,85,66,87,88,87,84,85,87,59,79,85,60,75,76.79,2,Good,Scientific Research,الفيزياء
99,76,84,69,75,77,95,67,79,81,57,69,67,89,63,88,75.02,1,Good,Scientific Research,الرياضيات
91,89,64,92,78,59,83,86,71,63,59,66,73,75,74,54,77.04,3,Good,Scientific Research,الصيدلة
85,74,73,87,96,87,82,81,85,51,80,66,64,63,78,64,72.85,2,Good,Cybersecurity,تقنية المعلومات
86,89,78,86,78,78,70,54,60,84,55,87,86,90,69,74,79.18,1,Excellent,Healthcare,الأحياء
78,89,79,99,85,74,90,56,86,65,53,55,89,88,79,57,77.9,2,Excellent,Law,الصيدلة
92,60,100,95,67,51,81,61,75,50,56,64,77,87,82,57,70.24,3,Excellent,Scientific Research,الفيزياء
87,59,59,65,94,90,99,50,73,70,84,51,87,58,75,93,73.07,3,Average,AI,علم البيانات
88,81,82,57,90,88,85,52,77,68,74,60,82,56,94,80,74.01,2,Average,Engineering,الهندسة الصناعية
72,85,77,90,79,75,74,52,74,50,66,60,81,59,81,74,75.33,1,Good,Law,الكيمياء
100,67,88,85,63,69,77,77,59,65,81,86,65,78,85,73,72.86,3,Good,Scientific Research,الفيزياء
90,65,68,67,95,86,92,56,71,56,50,63,84,84,86,66,72.24,2,Excellent,Marketing,تقنية المعلومات
95,70,77,80,82,52,85,51,82,90,81,77,65,72,95,63,80.27,2,Average,Accounting,المحاسبة
89,69,78,77,88,100,96,88,78,89,54,73,54,53,69,69,80.2,2,Good,Programming,الأمن السيبراني
94,65,81,50,80,57,88,86,72,53,75,77,88,75,70,62,70.62,3,Average,Scientific Research,الرياضيات
89,64,98,87,82,92,94,54,60,87,88,84,69,56,68,75,77.82,2,Good,Robotics,هندسة الحاسب
82,95,67,86,83,56,79,59,80,87,61,79,76,58,40,65,70.03,2,Average,Healthcare,طب الأسنان
98,61,85,82,65,52,88,80,51,76,69,56,60,59,93,58,72.17,1,Good,Business,الهندسة الصناعية
85,79,61,51,80,81,100,90,88,50,61,50,73,78,75,98,75.86,3,Good,Data Analysis,علم البيانات
100,86,75,64,92,93,93,60,77,75,63,50,84,68,50,68,70.78,1,Weak,Programming,الأمن السيبراني
96,89,88,48,62,80,93,59,57,60,73,82,75,73,55,76,69.31,2,Excellent,Engineering,الهندسة الكهربائية
89,67,40,65,84,63,98,91,77,89,60,89,84,62,72,65,72.58,2,Excellent,Law,القانون
89,70,100,89,85,87,85,63,66,83,81,90,78,74,71,68,84.61,1,Average,Architecture,الهندسة المعمارية
88,70,92,74,95,59,80,81,63,61,75,88,52,57,84,90,78.38,3,Excellent,Architecture,الهندسة المعمارية
86,86,86,89,79,90,80,59,54,61,58,90,50,62,50,57,73.8,2,Excellent,Healthcare,الهندسة الكهربائية
95,83,94,79,88,89,83,70,87,67,67,52,62,65,70,81,74.59,2,Excellent,Scientific Research,الفيزياء
74,77,88,75,89,79,80,52,73,56,63,90,90,90,94,71,82.79,3,Good,Business,إدارة الأعمال
56,100,78,86,98,84,81,66,52,64,84,73,64,70,68,71,75.59,2,Good,Healthcare,التمريض
85,53,89,55,91,89,99,79,53,52,52,55,53,69,66,73,67.42,1,Excellent,Programming,الأمن السيبراني
62,96,58,85,80,81,81,85,84,86,74,91,56,90,63,79,76.09,3,Good,Healthcare,الصحة العامة
79,88,52,92,87,74,76,71,74,88,76,72,66,81,84,85,78.02,3,Good,Healthcare,طب الأسنان
95,84,85,86,81,89,85,89,60,50,72,80,76,54,56,85,72.62,1,Average,Data Analysis,علم البيانات
77,90,75,95,69,58,80,55,62,66,75,63,53,63,51,50,68.77,2,Good,Scientific Research,الكيمياء
92,88,89,62,81,75,81,81,48,66,56,79,65,68,83,59,73.67,3,Good,Scientific Research,الرياضيات
77,93,59,75,85,64,90,52,74,87,84,88,74,78,78,74,75.44,3,Good,Data Analysis,التمريض
91,62,92,73,70,69,88,51,68,63,57,69,85,50,63,78,75.39,1,Good,Scientific Research,الرياضيات
96,62,60,84,84,53,79,62,55,70,54,50,62,58,91,52,65.08,1,Average,Business,المحاسبة
40,88,84,76,90,51,84,59,83,50,71,57,66,58,50,82,65.04,2,Weak,Healthcare,التمريض
97,77,94,94,70,62,95,70,67,69,89,87,82,87,81,69,81.82,2,Excellent,Scientific Research,الفيزياء
90,62,86,83,93,87,99,79,59,53,63,71,89,62,75,74,76.13,2,Good,Marketing,علوم الحاسب
85,81,59,89,78,81,84,77,81,66,72,57,72,59,67,51,75.15,1,Good,Scientific Research,الكيمياء
95,87,67,87,75,83,91,67,81,73,86,69,74,75,86,50,77.4,3,Good,Accounting,المحاسبة
83,82,63,60,93,92,97,69,63,88,50,60,55,52,67,98,71.26,3,Weak,Cybersecurity,علم البيانات
85,54,83,88,80,99,86,86,75,77,72,78,52,67,63,74,74.06,2,Average,AI,الذكاء الاصطناعي
90,66,81,55,55,57,88,60,54,73,80,71,40,50,93,56,71.88,1,Weak,AI,الهندسة الصناعية
78,78,51,51,86,54,81,66,87,50,70,93,90,63,89,90,78.64,1,Good,Business,التسويق
52,98,54,92,84,76,88,52,88,54,73,82,51,90,56,77,77.6,2,Good,Healthcare,الأحياء
54,100,66,80,83,82,74,57,63,86,88,57,68,69,75,72,70.12,3,Excellent,Scientific Research,الأحياء
97,87,85,77,76,86,80,83,85,87,60,53,56,75,90,57,73.79,3,Good,Robotics,هندسة الحاسب
58,89,63,50,95,81,99,94,67,73,66,93,53,71,80,66,74.98,1,Average,Law,القانون
60,52,62,90,83,92,75,89,66,89,54,81,51,61,90,76,68.82,2,Average,Business,نظم المعلومات الإدارية
96,72,78,84,95,83,95,81,50,63,53,54,54,62,72,79,75.9,1,Excellent,Cybersecurity,هندسة البرمجيات
79,89,93,91,83,83,94,77,85,75,61,74,74,90,58,51,78.09,1,Good,Robotics,الهندسة الميكانيكية
99,57,92,90,74,58,84,51,61,74,89,82,56,52,50,67,71.03,3,Weak,Scientific Research,الفيزياء
98,90,92,65,87,95,75,64,79,79,79,64,83,86,53,50,76.1,3,Excellent,Robotics,هندسة الحاسب
50,97,85,90,82,81,87,51,57,66,68,85,80,68,90,79,77.81,1,Good,Healthcare,طب الأسنان
66,92,80,85,75,42,78,74,88,59,63,79,53,86,64,71,71.11,2,Average,Healthcare,الأحياء
57,72,62,84,84,77,96,96,55,76,84,93,74,72,55,84,79.22,1,Excellent,AI,القانون
90,83,65,74,78,64,96,86,58,55,54,81,84,85,65,71,72.01,3,Average,Law,القانون
51,50,51,63,91,85,94,58,55,85,79,70,73,67,88,60,72.59,1,Good,Business,إدارة الأعمال
93,74,94,67,56,83,88,58,80,59,51,53,86,73,83,71,76.32,2,Excellent,Robotics,الهندسة الكهربائية
82,88,87,64,86,69,76,85,100,72,60,73,87,84,51,72,81.65,2,Good,Cybersecurity,الشريعة
93,83,72,70,98,99,87,81,74,77,59,63,59,80,50,65,72.38,1,Average,Islamic Studies,تقنية المعلومات
50,56,75,55,98,70,77,90,87,78,88,88,50,85,92,40,70.86,1,Good,Law,التسويق
51,97,87,70,75,64,84,84,60,88,78,96,55,68,56,88,75.08,1,Good,Healthcare,الصحة العامة
58,62,82,64,90,89,79,84,82,57,86,94,70,68,78,87,81.77,2,Good,Marketing,التسويق
59,87,74,81,93,54,86,65,75,78,75,89,50,60,84,67,77.59,1,Average,Business,التسويق
71,85,76,81,81,59,71,61,89,45,70,88,73,52,67,80,68.44,2,Excellent,Architecture,الأحياء
56,59,87,90,93,91,87,65,83,57,72,59,86,82,96,54,76.49,3,Good,Business,نظم المعلومات الإدارية
71,96,60,90,69,70,84,50,77,80,60,78,88,51,50,85,71.57,2,Average,Healthcare,طب الأسنان
98,57,83,50,85,98,85,73,59,88,65,52,82,78,50,66,75.83,3,Good,Programming,الأمن السيبراني
68,58,86,54,95,88,83,87,81,52,67,64,72,73,90,55,72.23,2,Weak,Programming,نظم المعلومات الإدارية
67,53,74,76,88,73,89,95,72,87,70,94,58,51,85,81,76.44,3,Average,Law,القانون
90,69,92,62,81,91,87,89,61,78,64,64,52,51,65,60,68.68,1,Good,Programming,الأمن السيبراني
87,64,79,50,80,89,97,85,57,80,73,82,53,69,82,61,76.28,1,Average,Law,القانون
78,88,54,66,82,68,84,84,63,72,50,97,88,73,73,88,76.44,3,Average,Healthcare,الصحة العامة
91,87,84,88,93,91,100,81,88,53,81,79,53,90,90,90,88.37,3,Average,Data Analysis,الذكاء الاصطناعي
91,71,89,95,58,68,88,76,75,59,86,52,67,79,75,70,77.25,2,Excellent,Engineering,الهندسة الميكانيكية
98,81,91,85,92,96,91,76,83,76,69,51,83,79,68,57,77.91,3,Average,AI,علوم الحاسب
88,59,61,61,81,95,89,55,58,72,75,61,73,73,93,60,74.13,3,Weak,Business,نظم المعلومات الإدارية
77,88,84,83,93,84,62,70,64,83,52,82,67,50,68,79,70.55,3,Excellent,Scientific Research,الأحياء
64,87,77,81,86,50,87,63,66,55,68,94,72,72,51,88,68.83,3,Average,Healthcare,الصحة العامة
78,84,85,79,90,75,93,60,79,68,67,66,56,51,52,73,75.23,2,Excellent,Robotics,الهندسة الميكانيكية
94,53,75,67,86,84,84,54,87,80,61,82,58,60,57,73,67.86,2,Average,Scientific Research,الرياضيات
96,57,94,58,77,92,93,62,87,79,69,74,86,84,59,78,73.31,2,Excellent,Data Analysis,علوم الحاسب
90,60,85,76,52,53,93,69,69,90,83,58,62,71,48,73,73.09,3,Excellent,Law,الرياضيات
86,88,62,89,71,60,60,90,50,66,71,85,66,82,64,79,77.74,1,Good,Scientific Research,الكيمياء
88,89,87,68,86,73,75,76,65,73,77,52,81,61,69,90,73.7,2,Weak,Cybersecurity,الرياضيات
85,82,89,72,81,90,91,81,88,64,81,44,66,78,82,88,82.25,2,Average,Cybersecurity,الأمن السيبراني
95,76,93,54,74,53,96,66,59,79,80,89,51,68,95,77,79.87,3,Good,Engineering,الهندسة الصناعية
88,78,56,65,78,70,88,59,51,78,61,58,78,50,96,90,73.83,1,Excellent,Accounting,المحاسبة
88,50,90,72,86,100,76,90,84,74,84,74,58,58,58,75,72.53,1,Average,Data Analysis,الذكاء الاصطناعي
69,69,51,90,90,57,80,56,54,85,54,89,86,58,93,81,76.97,3,Good,Business,إدارة الأعمال
95,58,97,69,75,50,90,79,54,74,66,72,70,78,77,63,75.27,1,Good,Engineering,الهندسة المعمارية
80,64,86,65,93,50,84,53,75,56,57,83,78,59,97,58,69.46,2,Excellent,Business,إدارة الأعمال
91,59,99,90,80,100,80,51,84,77,78,83,86,66,51,52,81.22,3,Excellent,Robotics,هندسة الحاسب
78,94,60,91,72,77,55,64,90,74,79,74,50,54,67,51,71.19,1,Weak,Scientific Research,الأحياء
87,99,86,53,94,66,83,87,76,70,77,85,84,69,86,53,82.44,2,Excellent,Healthcare,الصحة العامة
63,99,73,89,79,75,88,74,72,87,64,88,88,90,88,79,84.87,3,Good,Engineering,الأحياء
85,90,93,50,71,81,80,60,61,54,60,86,70,88,74,85,69.78,2,Average,Robotics,الهندسة الكهربائية
88,59,84,89,78,94,85,86,89,71,75,50,74,65,86,71,81.72,3,Good,Programming,علوم الحاسب
95,67,59,50,86,81,99,59,80,71,70,51,80,73,55,88,75.61,3,Good,AI,علم البيانات
78,86,81,92,77,89,51,78,90,68,81,73,74,61,61,65,77.8,2,Good,Scientific Research,الصيدلة
77,89,71,89,67,51,64,67,89,53,74,82,62,85,67,52,74.4,1,Excellent,Scientific Research,الكيمياء
90,53,96,82,75,90,71,55,54,62,51,56,64,50,83,64,65.57,1,Good,Robotics,هندسة الحاسب
78,83,56,63,90,79,88,58,77,87,58,87,69,83,91,78,75.51,3,Good,Architecture,إدارة الأعمال
94,74,95,88,80,97,91,79,61,56,69,74,65,59,55,66,77.46,1,Average,Data Analysis,الذكاء الاصطناعي
92,69,58,81,80,80,71,53,85,88,72,86,74,68,86,85,77.17,2,Good,Business,المحاسبة
89,67,75,56,97,84,95,59,67,70,74,57,62,56,43,68,70.68,2,Weak,Programming,هندسة البرمجيات
62,55,61,88,99,88,81,67,58,61,59,63,63,87,53,76,67.93,1,Excellent,Programming,تقنية المعلومات
70,90,56,86,98,77,86,60,52,77,64,51,87,75,54,60,68.06,2,Excellent,Healthcare,التمريض
90,88,77,72,65,92,97,85,52,51,67,60,73,70,68,86,74.19,3,Excellent,AI,الذكاء الاصطناعي
87,86,68,65,78,53,81,89,85,52,52,56,97,74,54,67,71.77,1,Weak,Islamic Studies,الشريعة
88,66,87,75,56,47,84,86,79,71,60,86,70,50,56,57,72.39,3,Average,Robotics,الهندسة الميكانيكية
57,93,71,67,94,79,75,81,70,85,88,87,75,89,82,79,80.22,2,Good,Healthcare,الصحة العامة
89,83,57,71,92,72,77,72,59,80,62,77,83,61,98,62,79.98,1,Average,Architecture,المحاسبة
95,67,85,50,58,77,94,52,66,80,82,62,82,55,74,79,72.68,1,Average,Robotics,الهندسة الكهربائية
80,99,77,93,82,69,67,74,82,73,59,64,41,84,77,50,74.67,3,Good,Accounting,الطب والجراحة
87,69,92,76,95,87,83,79,67,51,77,59,54,83,85,84,75.27,2,Good,Programming,هندسة الحاسب
83,90,66,85,93,68,68,52,80,85,82,90,57,66,87,90,78.62,2,Average,Marketing,التسويق
92,95,76,88,87,50,72,56,51,79,87,56,90,50,87,76,72.46,2,Average,Scientific Research,الطب والجراحة
77,97,63,99,95,65,84,70,87,79,79,86,75,77,68,76,81.89,1,Good,Healthcare,طب الأسنان
88,52,90,56,70,94,87,79,72,61,74,55,86,71,89,82,77.25,1,Good,Engineering,الهندسة الكهربائية
99,61,89,75,95,91,86,79,69,51,60,88,58,70,67,90,76.78,1,Good,Programming,هندسة الحاسب
99,71,93,85,58,95,84,67,70,89,86,52,72,63,54,79,77.11,3,Good,AI,الهندسة الكهربائية
90,89,62,70,82,74,91,89,67,53,80,81,87,78,57,92,78.28,3,Excellent,Data Analysis,علم البيانات
76,95,85,96,73,62,63,61,79,80,77,52,90,83,67,74,72.39,2,Excellent,Scientific Research,الكيمياء
100,80,77,67,85,94,100,78,68,87,69,57,68,69,71,64,78.58,3,Excellent,Programming,هندسة البرمجيات
97,54,97,68,78,85,89,78,40,62,61,70,53,57,73,69,69.21,2,Average,Engineering,الهندسة المعمارية
78,89,70,100,75,71,76,55,89,55,74,62,74,85,65,60,77.74,1,Good,Scientific Research,الطب والجراحة
88,48,86,92,64,53,94,77,64,84,51,86,74,60,56,77,71.78,1,Weak,Engineering,الهندسة الميكانيكية
55,78,88,78,70,60,78,88,95,51,81,63,89,80,82,68,76.43,2,Good,Islamic Studies,الشريعة
52,86,66,77,89,53,54,86,72,61,65,56,72,54,88,72,73.54,3,Average,Scientific Research,الأحياء
84,89,80,97,72,66,75,72,79,59,71,68,73,80,77,71,80.87,1,Good,Scientific Research,الكيمياء
91,75,88,56,71,85,88,59,59,80,67,83,90,71,85,85,80.25,2,Good,Islamic Studies,الهندسة الكهربائية
78,94,72,98,83,51,92,58,52,54,55,63,76,73,54,74,72.24,1,Weak,Robotics,طب الأسنان
82,67,72,77,74,74,83,66,81,60,57,89,68,64,75,60,76.0,2,Good,Business,التسويق
61,70,66,86,94,59,79,77,71,71,67,89,88,87,82,60,75.08,2,Good,Programming,التسويق
85,42,79,78,73,53,83,82,88,75,84,70,72,60,80,82,78.43,3,Good,Scientific Research,الرياضيات
100,78,78,67,68,78,86,63,79,75,76,80,84,57,79,52,78.57,1,Good,Engineering,الهندسة الصناعية
63,86,62,61,98,72,88,74,62,60,56,78,83,90,85,58,77.9,3,Excellent,Business,إدارة الأعمال
86,78,94,83,93,92,99,65,73,81,69,81,61,61,76,79,76.85,3,Excellent,Accounting,الذكاء الاصطناعي
93,53,75,63,67,54,87,60,60,87,87,66,71,64,82,51,72.33,1,Weak,Engineering,الهندسة الصناعية
84,100,77,100,68,67,62,65,81,77,54,64,68,57,75,53,77.48,1,Excellent,AI,الطب والجراحة
77,92,55,90,52,70,65,63,66,64,83,55,58,69,75,63,72.2,3,Excellent,Marketing,الكيمياء
61,93,79,75,87,56,64,78,85,80,84,59,80,70,60,81,75.88,1,Average,Healthcare,الأحياء
81,81,76,92,66,78,61,74,84,60,55,88,58,54,73,80,68.42,1,Weak,Programming,الكيمياء
97,81,83,52,69,93,86,51,63,88,66,72,90,54,64,94,79.7,2,Excellent,Cybersecurity,علم البيانات
100,61,88,93,64,89,86,82,61,63,54,85,68,68,89,86,74.37,3,Weak,Robotics,الهندسة الميكانيكية
65,89,57,78,92,74,91,50,61,57,55,100,58,55,76,60,74.64,2,Excellent,Healthcare,الصحة العامة
88,79,88,71,67,64,98,78,79,75,79,71,56,70,83,47,69.96,3,Excellent,Marketing,الهندسة الصناعية
63,55,84,74,89,62,99,93,69,59,82,86,84,83,67,81,73.48,3,Good,Law,القانون
70,66,74,87,95,88,86,82,55,72,62,61,81,68,93,79,81.08,1,Excellent,Business,نظم المعلومات الإدارية
90,56,80,76,88,92,87,89,52,77,54,58,77,68,89,57,73.71,1,Average,Data Analysis,الذكاء الاصطناعي
76,95,68,85,85,69,62,78,86,70,84,62,64,81,87,60,74.18,3,Weak,Healthcare,الصيدلة
86,78,79,68,91,95,90,77,80,66,57,77,50,83,57,70,80.02,3,Excellent,Programming,هندسة البرمجيات
91,72,92,81,61,68,81,85,75,67,54,71,73,56,70,81,75.56,1,Good,Scientific Research,الفيزياء
97,69,99,94,60,78,87,86,74,83,76,71,57,88,70,54,77.06,2,Average,Scientific Research,الفيزياء
91,86,92,77,76,58,86,90,79,60,76,78,54,51,42,73,77.89,3,Good,Architecture,الهندسة المعمارية
77,86,46,97,53,81,85,57,83,84,69,61,63,82,53,74,72.51,3,Average,Scientific Research,الكيمياء
88,88,94,87,87,78,81,55,63,73,63,53,87,76,76,58,77.71,1,Good,Robotics,الهندسة الكهربائية
